shipper_code,shipper_name,address1,postcode,state,country,telephone,email,city,fax,mobile,contact,remark,tax_exclusive,manual_rate,invoice_format,credit_limit,term_day,acc_bal,user_id
TUNAS,Tunas Pelangi Sdn Bhd,"Lot 8, Jalan P10/10, Kawasan Perusahaan Bangi",43650,SELANGOR,MALAYSIA,03-89223993,Syarafana@pelangibooks.com,Bandar Baru Bangi,,,,,0,0,,,,,
UNICORE,Unicore Plus Enterprise,"No. 120, Taman Selayang, Jalan Sultanah Bahiyah",05350,KEDAH,MALAYSIA,,,    Alor Setar,,,,,0,0,,,,,
VINZ,VINZ Link Marketing,"No.67, Jalan Bk 5/8A , Bandar Kinrara Puchong",47180,SELANGOR,MALAYSIA,03-80717290,,,,,,,0,0,,,,,
UNITED,United Publishing House (M) Sdn Bhd,"Lot  6,  Jalan Teknologi, Taman Sains Selangor,",47810,SELANGOR,MALAYSIA,03-89430631,,Kota Damansara Petaling Jaya,,,,,0,0,,,,,
VITAL,Vital Years Holdings Sdn Bhd,"No. 10, Jalan 4/62A, Bandar Menjalara, Kepong",52200,KUALA LUMPUR ,MALAYSIA,03-62801888,dion@vitalyears.com,,,,,,0,0,,,,,
WESTOX,Westox Building Products (M) Sdn Bhd,"No. 10, Jalan 6/152, Taman Perindustrian Oug, ",58200,SELANGOR,MALAYSIA,03-77827588,,"Batu 6, Off Jalan Puchong",,,,,0,0,,,,,
WLO,WLO Effective Sdn Bhd,"No. 15, Jalan Pengkalan",08000,KEDAH,MALAYSIA,019-4730303,,Sungai Petani,,,,,0,0,,,,,
YANGMING,Yang Ming Line (M) Sdn Bhd,"Suite 12.01, Level 12, Menara Trend Intan, Millennium Square, No. 68, Jalan Batai Laut 4,",41300,SELANGOR,MALAYSIA,03-30518888,,Taman Intan Klang,,,,,0,0,,,,,
YUCO,Yuco Books & Stationary Supplier,"No. 4, Jalan PU 6/8, Taman Puchong Utama",47100,SELANGOR,MALAYSIA,017-3252323,,Puchong,,,,,0,0,,,,,
YY,YY Premium Marketing,"No. A0-13, Glenview Business Centre, ",56100,KUALA LUMPUR ,MALAYSIA,,,"Taman Pinggiran Cheras, Off Jalan Kuari",,,,,0,0,,,,,
ZARA,Zara Arissa Resources,"Arked Mara, No 38-A, Tingkat 1, Jalan Kapar",41400,SELANGOR,MALAYSIA,03-33585588,,,,,,,0,0,,,,,
ZENON,Zen On Industries Sdn Bhd,"No. 1947, Lorong Iks Bukit Minyak 2, ",14100,PENANG,MALAYSIA,04-5073690,,Simpang Ampat,,,,,0,0,,,,,
ZETTAPAC,Zettapac Sdn Bhd,"No. 129A, Jalan Pendamat 27/90, Section 27",40400,SELANGOR,MALAYSIA,012-5512035,teh.cy@zettapac.com,Shah Alam,,,,,0,0,,,,,
ZOMEL,Zomel Marketing Sdn Bhd,"No. 4, Jalan Industri 2, ",14300,PENANG,MALAYSIA,04-5938513,daniel@zomel.com.my,"Kawasan Industri Bukit Punchor, Nibong Tebal",,,,,0,0,,,,,
WELLFORM,Wellform SJ (M) Sdn Bhd,"No. 13, Blok A, Lot 756, Prime Subang Light",47610,SELANGOR,MALAYSIA,03-56340552,," Industrial Park, Jalan Subang 3 Petaling Jaya",,,,,0,0,,,,,
TECHNECTURE,Technecture Sdn Bhd,"Lot 901, Batu 13, Jalan Kelang, (Jalan Subang 10)",47100,SELANGOR,MALAYSIA,012-3062290,enquiry@technecture.com,,,,,,0,0,,,,,
BAGUS,Penerbitan Bagus Sdn Bhd,"No. 57, Jalan Matahari Z U5/Z,  Taman Subang Damai, Seksyen U5",40150,SELANGOR,MALAYSIA,03-78596998,p.bagus.sb@gmail.com,Shah Alam,,,,,0,0,,,,,
FPLUS,F Plus Resources Sdn Bhd,"No. 25, Jalan USJ 1/6B, Regalia Business",47620,SELANGOR,MALAYSIA,03-80248218,,"Centre, UEP Subang Jaya",,,,,0,0,,,,,
TECHSOURCE,TECHSOURCE DIGITAL SDN BHD,"D2-3A-09 Solaris Dutamas, No.1, Jalan Dutamas 1,",50480,KUALA LUMPUR,MALAYSIA,010-8899352,info@e-techsource.com," Hartamas Heights, 50480 Kuala Lumpur",,,,,0,0,,,,,
HIIVE,HIIVE F & B SDN BHD," 19 Jalan Ekoperniagaan 1/22, Taman Ekoperniagaan, 81100 Johor Bahru, Johor, Malaysia",81100,JOHOR,MALAYSIA,60167335871,tzeyit.hiive@gmail.com,,,,,,0,0,,,,,
ASIAMASTER ,ASIA MASTER MARKETING,"NO. 7-2, JALAN CHERAS MAJU, PERNIAGAAN CHERAS MAJU,",43200,KUALA LUMPUR,MALAYSIA,010-2132726,,,,,,,0,0,,,,,
,,,,,,,,,,,,,0,0,,,,,
REGASHI BUNDLE,REGASHI BUNDLE,"NO 28, MEDAN NIAGA TAMAN FIRDAUS, KANGAR",033000,KEDAH,MALAYSIA,018-213 4405,REGASHIBUNDLE@GMAIL.COM,,,,,,0,0,,,,,
GALLERY,GALLERY BOOKSTORE SDN BHD,"NO. 8,, JALAN CJ 1/6C, KAW. PERINDUSTRIAN CHERAS JAYA, TAMAN CHERAS JAYA,",43200,SELANGOR,MALAYSIA,03-91746778,kamarul@gallerybookstore.com.my,,,,,,0,0,,,,,
JJBAMBOO,JJ BAMBOO HOSUSE MARKETING,"53, JALAN SENTRAL 24, TAMAN NUSA SENTRAL, ISKANDAR PUTERI , NUSAJAYA",79100,JOHOR,MALAYSIA,017-3002857,jjbamboohouse@gmail.com,,,,,,0,0,,,,,
GALLERYSBC,GALLERY BUKU SBC SDN BHD,"50851, Jalan Kenanga 24/3, Taman Indah Pura, 81000 Kulai, Johor",8100,JOHOR,MALAYSIA, 07-662 5316,,,,,,,0,0,,,,,
KEKOMARKETING,KEKO MARKETING (M) SDN BHD,"TAMAN SELAMAT, ALMA 14000 BUKIT MERTAJAM",14000,PENANG,MALAYSIA,04-5515580,kekomarketing@gmail.com,,,,,,0,0,,,,,
UPINMARKETING,U PIN MARKETING SDN BHD,"LEBUH BINJAI 3, TAMAN SERI RAMBAI, BUKIT MERTAJAM",14000,PENANG,MALAYSIA,04-510 5326,upin@gmail.com,,,,,,0,0,,,,,
LEAPWISE,LEAPWISE ENTERPRISE,"Lot 2C, Jalan Keluli 15/16, Section 15, 40200",40200,SELANGOR,MALAYSIA,017-5643600,,,,,,,0,0,,,,,
COMFORTSURF,COMFORTSURF,1ST FLOOR ENDAH PARADA BANDAR BARU SERI PETALING,58200,KUALA LUMPUR,MALAYSIA,395480072,comfortsurf@gmail.com,,,,,,0,0,,,,,
HYGEIANMEDICAL,HYGEIAN MEDICAL,"44 & 46, Jalan PJS 1/28, Taman Petaling Utama, 46000 Petaling Jaya, Selangor",46000,KUALA LUMPUR,MALAYSIA,03-7783 2188,hygeianmedical@gmail.com,,,,,,0,0,,,,,
SRYE,SRYE TRADING,"JALAN PERINDUSTRIAN NILAI 3, 71800 NILAI",71800,NEGERI SEMBILAN,MALAYSIA,06-7994878,sryetrading@gmail.com,,,,,,0,0,,,,,
GUANGHENG,GUANG HENG PLASTIC INDUSTRIES SDN BHD,"111, JALAN SAWIT BARU 8, TAMAN PERINDUSTRIAN SAWIT BARU",81030,JOHOR,MALAYSIA,07-6525228,sales@yogo.com.my,,,,,,0,0,,,,,
ANVEN,ANVEN HEALTHCARE SDN BHD,"BRANCH: NO.29, JALAN SS19/6C, SUBANG JAYA",47500,SELANGOR,MALAYSIA,012-2071454,enquiry@anvenhealthcare.com,,,,,,0,0,,,,,
FAIRFIELD,FAIR FIELD BOOK,No. 52 Jalan Setia Tropika 1/29 Taman Setia Tropika,81200,JOHOR,MALAYSIA,07-2448821,fbpbook@yahoo.com.my,,,,,,0,0,,,,,
ARTISAN,ARTISAN PREMIUM SDN BHD,"LOT 1 & 2 JALAN BS 7/1A, TAMAN BUKIT SERDANG SEKSYEN 7",43300,KUALA LUMPUR,MALAYSIA,03-89592001,cemerlangsalesdept@gmail.com,,,,,,0,0,,,,,
MEDSCIENCE,MEDSCIENCE LAB SUPPLIES,"22, JLN PP 5/23, TAMAN PUTRA PRIMA, 47100 PUCHONG.",47100,SELANGOR,MALAYSIA,016-2500880,,,,,,,0,0,,,,,
SUMBER AYU,SUMBER AYU,"No 5 Jalan Pjs 2d/17, Kampung Medan 4600 Petaling Jaya ",4600,SELANGOR,MALAYSIA,,,,,,,,0,0,,,,,
SOH AIK JIN,SOH AIK JIN,,,SELANGOR,MALAYSIA,179899150,,,,,,,0,0,,,,,
KEDAI BUKU HARI,KEDAI BUKU HARI,"NO. 43, JALAN MEDAN KAMUNTING 1, MEDAN KAMUNTING,",34600,PERAK,MALAYSIA,05-8914667,kedaibukuhari2016@gmail.com,,,,,,0,0,,,,,
SKKLUSTER,SK KLUSTER ENTERPRISE,"NO. B35, JALAN TANDOP 4, TAMAN PERINDUSTRIAN TANDOP UTAMA, LEBUHRAYA SULTANAH BAHIYAH,",05400,KEDAH,MALAYSIA,04-7719968,,,,,,,0,0,,,,,
LOGWIN,LOGWIN AIR OCEAN MALAYSIA SDN BHD,"BLOCK C, UNIT 03, NO 14, PERSIARAN PERUSAHAAN SEKSYEN 23,",40300,SELANGOR,MALAYSIA,03-58700077,,,,,,,0,0,,,,,
SRIPERPATH,PUSTAKA SRI PERPATH SDN BHD,"163, Jalan S2 B3, Seremban 2, 70300 Seremban, Negeri Sembilan",70300,NEGERI SEMBILAN,MALAYSIA,06-6015127,,,,,,,0,0,,,,,
HERBALSCIENCE,HERBAL SCIENCE SDN BHD,SRIPERPATH,46000,SELANGOR,MALAYSIA,03-77830995,herbalsc@tm.net.my,,,,,,0,0,,,,,
SBS,SBS ELEKTRIK SDN BHD,"115, JLN THAMBOOSAMY, OFF JLN PUTRA,",50350,KUALA LUMPUR,MALAYSIA,340431177,info@sbselektrik.com.my,,,,,,0,0,,,,,
DAVEX2,DAVEX ENGINEERING (M) SDN BHD,"PLOT 32, LRG PERUSAHAAN MAJU 8, BUKIT TENGAH INDUSTRIAL PARK",13600,PENANG,MALAYSIA,04-5070517,viviankoh@davislighting.com,,,,,,0,0,,,,,
KBSEA,KEDAI BUKU SOUTH EAST ASIA,PENANG LEBUH CARNARVON,11500,PENANG,MALAYSIA,05-2612669,KBSEA@GMAIL.COM,,,,,,0,0,,,,,
SJLEARNING,SJ LEARNING,"25, Jalan USJ 17/10A,",47630,SELANGOR,MALAYSIA,03-80111710,info@sjlearning.com.my,"Selangor Darul Ehsan,",,,,,0,0,,,,,
AKYU,AKYU (M) SDN BHD,"NO.15, JLN BP 4/1, BANDAR BUKIT PUCHONG,",47120,SELANGOR,MALAYSIA,03-80668896,info@akyu.com.my,,,,,,0,0,,,,,
ACL,ASIA COMMERCE LOGISTICS SDN BHD,"Unit T2-L9, Level 9, Tower 2, PJ 33 (Jaya 33), Jalan Semangat, Seksyen 13",46200,SELANGOR,MALAYSIA, 03-2615 1111,enquiry-my@experian.com,,,,,,0,0,,,,,
HLC,HLC MAJU ENTERPRISE,,,,,014-9029069,,,,,,,0,0,,,,,
P DINAMIK UTAMA,PUSTAKA DINAMIK UTAMA,"A43 G Floor,Bandar Baru Mergong,Taman Bandar Baru Mergong,05150 Alor Setar,Kedah.",05150,KEDAH,MALAYSIA,017-520 2182,pustakadinamikutama@gmail.com,,,,,,0,0,,,,,
YOYO GAYA,YOYO GAYA SDN BHD,"18, Jalan Perai Jaya 4, Bandar Perai Jaya",13600,PENANG,MALAYSIA,60124295904,yoyogaya515@gmail.com,,,,,,0,0,,,,,
MAJUEDAR,PERNIAGAAN MAJU EDAR,JALAN INDUSTRI 2 TAMN PERINDUSTRIAN ANSON,36000,PERAK,MALAYSIA,05-6235269,MAJUEDAR@GMAIL.COM,,,,,,0,0,,,,,
PERFECTFOOD,PERFECT FOOD,"JALAN SAWIR BARU 8 , TAMAN PERINDUSTRIAN SAWIT BARU",81030,JOHOR,MALAYSIA,07-6522822,mactey.pfp@gmail.com,,,,,,0,0,,,,,
UNICO,UNITED CONFECTIONERY,"JALAN EKO PERNIAGAAN 1/14 EC BUSINESS PARK 1, JOHOR",81100,JOHOR,MALAYSIA,012-9510 227,ng@unitedconfection.com,,,,,,0,0,,,,,
NOBLESPICE,NOBLE SPICE SDN BHD,"NO.32-1,JLN 9A/133, TMN SRI SENTOSA, JLN KLANG LAMA,",58000,KUALA LUMPUR,MALAYSIA,012-2274995,james@noblespice.com,,,,,,0,0,,,,,
SUPER,SUPER PEWTER ENTERPRISE,"NO.54, LORONG MACHANG INDAH 8, TAMAN PERINDUSTRIAN MACHANG INDAH, JALAN SUNGAI LEMBU",14000,PENANG,MALAYSIA,017-4072866,superpewter@gmail,,,,,,0,0,,,,,
SBC,SBC PEN BOOK,BANDAR BARU AYER HITAM PULAU PINANG,11500,PENANG,MALAYSIA,04-8282626,SBC@GMAIL.COM,,,,,,0,0,,,,,
PUSTAKA SAKO AOR,PUSTAKA SAKO AOR,JALAN LANGGAR KEDAH,05460,KEDAH,MALAYSIA,04-7301827,SAKO@GMAIL.COM,,,,,,0,0,,,,,
HLHARDWARE,HL HARDWARE TRADING," Lot No 2362, Batu 37 1/2, Bukit Changgang, Banting, 42700, Selangor",42700,SELANGOR,MALAYSIA,013-3769399,,,,,,,0,0,,,,,
PINTARCERIA,PINTAR CERIA ENTERPRISE,,,PENANG,MALAYSIA,,,,,,,,0,0,,,,,
MILENIUM,MILENIUM VISION SOLUTIONS,"NO.2A, JLN BK 4/2A, BANDAR KINRARA,",47100,SELANGOR,MALAYSIA,016-5649741,,,,,,,0,0,,,,,
FALCON,Falcon MV (M) Sdn Bhd,"53 G, Lebuh Bukit Kecil 2, Taman Sri Nibong",11900,PENANG,MALAYSIA,017-5322208,purchasing@falcon-illumination.com,,,,,,0,0,,,,,
WARISANILMU,PUSTAKA WARISAN ILMU,"321, TMN GEMILANG LORONG 8 ,",06000,KEDAH,MALAYSIA,012-4773408,,,,,,,0,0,,,,,
IMPIAN,PUSTAKA IMPIAN,"NO.18, BLOK A4, PUST PERNIAGAAN BARU TMN DAHLIA, TMN DAHLIA,",81200,JOHOR,MALAYSIA,017-2348702,,,,,,,0,0,,,,,
BEANSENG,BEAN SENG NT SDN BHD,"4, Jalan Industri 2, Taman Industri Bukit Panchor,",14300,PENANG,MALAYSIA,,,,,,,,0,0,,,,,
XFAGLOBAL,XFA GLOBAL FORWARDING SND BHD,"Lot 803, Jalan Kapar, Batu 3 1/2",41400,SELANGOR,MALAYSIA,03-3362 6413,,,,,,,0,0,,,,,
RAMAH,SYARIKAT RAMAH ENTERPRISE,,46000,SELANGOR,MALAYSIA,,,,,,,,0,0,,,,,
IOT,INVENTIVE ONE TRADING,"69, JLN MURNI SATU, TMN DESA MURNI, SG DUA",13800,PENANG,MALAYSIA,014-2512519,,,,,,,0,0,,,,,
MAY CHENG,MAY CHENG,PETALING JAYA,402100,SELANGOR,MALAYSIA,123556100,,,,,,,0,0,,,,,
TROPICAL PRESS,TROPICAL PRESS SDN BHD,"56-2, JALAN MAAROF, BANGSAR BARU",59000,KUALA LUMPUR,MALAYSIA,,,,,,,,,,,,,,
COMFORTSURF,COMFORT SURF,"LOT 1-026, 1ST FLOOR, ENDAH PARADE, NO.1, JLN 1/149E, BANDAR BARU SRI PETALING,",57000,KUALA LUMPUR,MALAYSIA,03-95480072,comfortsurf@gamil.com,,,,,,,,,,,,
PRISMA,PENERBIT PRISMA SDN BHD,"NO.10, JLN PJS 7/17, BANDAR SUNWAY,",46150,SELANGOR,MALAYSIA,03-56380541,,,,,,,,,,,,,
WAYNE,WAYNE,SELANGOR,,SELANGOR,MALAYSIA,,,,,,,,,,,,,,
MBS,MBS NETWORK,"NO.29, JLN BARAT 3,",47120,SELANGOR ,MALAYSIA,019-3440125,mybukustop@gamil.com,,,,,,,,,,,,
CHUNG,CHUNG,SELANGOR,,SELANGOR,MALAYSIA,017-2368083,,,,,,,,,,,,,
MESRAJAYA,PERNIAGAAN MESRAJAYA,"NO.408, JLN AMPANG BARU 8, AMPANG BARU",31400,PERAK,MALAYSIA,012-9508758,perniagaanmesrajaya@gmail.com,,,,,,,,,,,,
KREATIFKEMBARA,KREATIF KEMBARA,SELANGOR,47120,SELANGOR,MALAYSIA,,,,,,,,,,,,,,
ASIAPOLY,ASIA POLY INDUSTRIAL SDN BHD,"LOT 758, JALAN HAJI SIRAT, MUKIM KAPAR",42100,SELANGOR,MALAYSIA,03-33422567,INFO@ASIAPOLY.COM.MY,,,,,,,,,,,,
IQBOOK,IQ BOOK SERVICE,"15, Jalan Ke 1/8, Kota Emerald, 48000 Rawang, Selangor",48000,SELANGOR,MALAYSIA, 012-309 5074,,,,,,,,,,,,,
HKP,HKP ENTERPRISE,"NO.38, TMN LAGENDA INDAH,",08000,KEDAH,MALAYSIA,012-4767837,,,,,,,,,,,,,
LINKBONNY,LINK BONNY SDN BHD,"16A, JLN TK2/1A, TMN KINRARA,",47180,SELANGOR,MALAYSIA,03-80711820,LINKBONNY@GMAIL.COM,,,,,,,,,,,,
IBS,IBS BUKU SDN BHD,"Unit B3-06 PJ Industrial Park, Jalan Kemajuan, 46200 Petaling Jaya, Selangor",46200,SELANGOR,MALAYSIA, 03-7957 9282,ibsbuku@po.jaring.my,,,,,,,,,,,,
PENLINE,PENLINE ART SUPPLIES,"26, Jalan 52/4, Pj New Town, 46200 Petaling Jaya, Selangor",46200,SELANGOR,MALAYSIA,03-7954 7418,,,,,,,,,,,,,
PUSTAKAJIWA,PUSTAKA JIWA SDN BHD,"No. 26, Jalan Sbc 5, Taman Sri Gombak, 68100 Batu Caves, Selangor",68100,SELANGOR,MALAYSIA, 03-6188 3652,books@pusakajiwa.com.my,,,,,,,,,,,,
SHAHBATZILA,SHAHBATZILA MARKETING,"LOT 2507-1 BATU 5 1/2, JALAN GOMBAK",53100,SELANGOR,MALAYSIA,019-6954915,shahbatzila.marketing82@gmail.com,,,,,,,,,,,,
MZCHEMICAL,MZ CHEMICAL SUPPLY/ SERVICES,SELANGOR,,SELANGOR,MALAYSIA,017-2368083,,,,,,,,,,,,,
EQUIPMEDICAL,EQUIP MEDICAL (M) SDN BHD," 11, Jalan Tandang 51/205A, Seksyen 51, 46050 Petaling Jaya, Selangor",46050,SELANGOR,MALAYSIA,03-7772 6338,: sales@equipmedical.com.sg,,,,,,,,,,,,
IMPROCHEM,IMPROCHEM MARKETING,"7398 Jalan Ciku, 40150 Bukit Cherakah - Shah Alam",40150,SELANGOR,MALAYSIA,03 7846 6618,,Selangor Darul Ehsan - West Malaysia - Malaysia,,,,,,,,,,,
GLOBALPUBLISHING,GLOBAL PUBLISHING & DISTRIBUTORS,"A-1-6 GRD FLR SRI INTAN 1 BUSINESS CENTRE, LENGKOK SELINGSING, TMN KOK LIAN,",51200,KUALA LUMPUR,MALAYSIA,03-26323779,,,,,,,,,,,,,
PRISTINE,PRISTINE FRONTIER SDN BHD,"7, Jalan Bukit Desa 5, Taman Bukit Desa,",58100,KUALA LUMPUR,MALAYSIA,03-7981 9327,pfsbkl@gmail.com,,,,,,,,,,,,
ZAKARIA,ZAKARIA SHAH ALAM,,402100,SELANGOR,MALAYSIA,017-2368083,,,,,,,,,,,,,
ZAFAR,PERCETAKAN ZAFAR SDN BHD,"LOT NO.18 & 20, JLN 4/10B SPRING CREST INDUSTRIAL PARK, BATU CAVES,",68100,KUALA LUMPUR,MALAYSIA,03-61875725,,,,,,,,,,,,,
INNOVATE,INNOVATE CREATIONS PLT,"24A-2, JLN BUNGA TANJUNG 8A, TMN MUDA,",56100,KUALA LUMPUR,MALAYSIA,017-5895849,,,,,,,,,,,,,
FESCOPRINT,FESCO PRINT MART,SELANGOR,402100,SELANGOR,MALAYSIA ,017-2368083,,,,,,,,,,,,,
FIRSTIDEA,PUSTAKA FIRST IDEA ENTERPRISE,,402100,SELANGOR,MALAYSIA,,,,,,,,,,,,,,
E-XAJI,E-XAJI ADVERTISING SDN BHD,"15 & 17, JALAN TERATAI 1/2G, TAMAN BUKIT TERATAI,",56100,SELANGOR0,MALAYSIA,03-42807919,exajiprint@yahoo.com,,,,,,,,,,,,
DAISEI,DAISEI CORPORATION SDN BHD,"Suite 1303, 13th Floor, Lobby 1, Block A, Damansara Intan, E-Business Park, No 1, Jalan SS 20/27,",47400,SELANGOR,MALAYSIA,03-77297328,sales@daisei.com.my,,,,,,,,,,,,
SAMTRADING,SAM TRADING CO. SDN BHD.,"2G, JLN REKO, PUSAT HENTIAN KAJANG,",43000,SELANGOR,MALAYSIA,03-87370337,,,,,,,,,,,,,
NEWCENTURY,NEW CENTURY BOOK STORE,"NO.27, PUSAT PERNIAGAAN PERTAMA, JLN PUSAT PERNIAGAAN PERTAMA, OFF JLN SILIBIN,",30100,PERAK,MALAYSIA,05-2544646,,,,,,,,,,,,,
LS,LS SUPPLIER,"No. 2, Solok Naga Kanthan 1, Desa Naga Kanthan, 31200 Chemor, Perak",31200,PERAK,MALAYSIA,016-5937551,,,,,,,,,,,,,
SYABAS,SYABAS ILMU,,402100,SELANGOR,MALAYSIA,017-2368083,,,,,,,,,,,,,
AMAZINGPOSITIVE,AMAZING POSITIVE INSPIRATIONS SDN BHD,"11 JALAN ANGGERIK VANILLA AB 31/AB, KOTA KEMUNING",40460,SELANGOR,MALAYSIA,03 51219019,ap.inspirations.my@gmail.com,,,,,,,,,,,,
TELASTOMER,TELASTOMER ENTERPRISE,"27Jalan Prima, taman Puchong Prima, 47150 Puchong, Selangor Darul Ehsan",402100,SELANGOR,MALAYSIA,017 2368083,cmjye09@gmail.com,,,,,,,,,,,,
KENZENE,KENZENE TRADING (M) SDN BHD,"LOT 36, JALAN 6/2, KAWASAN PERUSAHAAN ,",43300,SELANGOR,MALAYSIA,03 89484370,info@kenzene.com,,,,,,,,,,,,
TAISENG,TAI SENG TRADING,"BB-G-36 JLN PINGGIRAN 1/5, TMN PINGGIRAN PUTRA,",43300,SELANGOR,MALAYSIA,012 2996362,,,,,,,,,,,,,
SSM,SRI SAUJANA MARKETING,"LOT 35, KOMPLEKS KILANG SME BANK BATU CAVES, JALAN SBC 6, TAMAN SRI BATU CAVES,",68100,SELANGOR,MALAYSIA,03 61855759,sri.saujana@yahoo.com,,,,,,,,,,,,
REVO,REVO LUSENSE SDN BHD,"NO.36, LORONG TERAS JAYA 3, KAWASAN PERUSAHAAN RINGAN TERAS JAYA,",13400,PENANG ,MALAYSIA,04 3319905,,,,,,,,,,,,,
MINDADEX,PUSTAKA MINDADEX SDN BHD,"19, Jalan Bendahara 22/7, Bandar Mahkota Cheras, 43200 Cheras, Selangor",43200,KUALA LUMPUR,MALAYSIA,016 3353855,,,,,,,,,,,,,
VJSUCCESS,VJ SUCCESS ENTERPRISE,"109-8-16 JALAN PUDU ULU, JALAN CHERAS",56100,SELANGOR,MALAYSIA,012 2408770,vj_successenterprise@hotmail.com,,,,,,,,,,,,
READRESOURCES,READ RESOURCES SDN BHD," 50, Jalan Kemajuan, Seksyen 12, 46200 Petaling Jaya, Selangor",46200,SELANGOR,MALAYSIA, 03-7955 4890, readresources.info@gmail.com.,,,,,,,,,,,,
QIBLA,QIBLA GLOBAL,,402100,SELANGOR,MALAYSIA,017 2368083,,,,,,,,,,,,,
FLEXTECH,FLEX TECH INDUSTRIAL SUPPLY,"NO 56 JALAN LAGUN 25/109,",40400,SELANGOR,MALAYSIA,012-605 1079,,,,,,,,,,,,,
OCTOPUS,OCTOPUS RESOURCES SDN BHD,"NO 41, JALAN LAYANG-LAYANG 4, BANDAR PUCHONG JAYA,",47100,SELANGOR,MALAYSIA,03-58911823,octopus.recycling@gmail.com,,,,,,,,,,,,
INFINITY,NUR INFINITY VENTURES,"LOT 2997, JALAN SEPAKAT,  TAMAN BERLIAN",68100,SELANGOR,MALAYSIA,016-3679654,nurinfinityventures@gmail.com,,,,,,,,,,,,
JAKSA,PERUSAHAAN JAKSA BERSATU SDN BHD,"NO 7&7A, JALAN 18/17, TAMAN KANAGAPURAM",46000,SELANGOR,MALAYSIA,03 77843017,arpolkhoo@yahoo.com,,,,,,,,,,,,
NICETRADE,NICETRADE ENTITY SDN BHD,"NO 24 JALAN EMAS JAYA 1, TAMAN EMAS JAYA",83000,JOHOR,MALAYSIA,07-4152515,giashin515@gmail.com,,,,,,,,,,,,
EVERBEST,EVERBEST MEDIA SDN BHD,"39 JALAN SBC 8, TAMAN SRI BATU CAVES",68100,SELANGOR,MALAYSIA,03 61842003,,,,,,,,,,,,,
PTS,PTS PUBLICATIONS & DISTRIBUTORS SDN BHD,"NO 12, JALAN DBP, DOLOMITE BUSINESS PARK",68100,SELANGOR,MALAYSIA,03 61880316,sales@pts.com.my,,,,,,,,,,,,
LNP,LNP SYNERGY SDN BHD,"76-G, JALAN PJS 5/30, PUSAT PERDAGANGAN PETALING JAYA SELATAN",46150,SELANGOR,MALAYSIA,03 77812168,,,,,,,,,,,,,
KKM,KAYA KAYA MEDIA SDN BHD,,402100,SELANGOR,MALAYSIA,017 2368083,,,,,,,,,,,,,
BUBBLE,BUBBLE 02," 7-51, 02, Jln Medan Pusat Bandar 8A, Seksyen 9, 43650 Bandar Baru Bangi, Selangor",43600,SELANGOR,MALAYSIA,017 2368083,,,,,,,,,,,,,
CAMPAP,CAMPAP MARKETING SDN BHD,"6428 Lorong Mak Mandin Tiga, Mak Mandin Industrial Estate",13400,PENANG,MALAYSIA,04 3230499,suriyakala@campap.com,,,,,,,,,,,,
MCLAB,MC LAB SUPPLIES,"NO.9, JLN PJU 1A/23D,PETALING JAYA",47301,SELANGOR,MALAYSIA,012 3291293, mclab@mclab.com,,,,,,,,,,,,
DAVEX,DAVEX (M) SDN BHD,"65, JLN PJS 11/7, BANDAR SUNWAY,SUBANG JAYA",47500,SELANGOR,MALAYSIA,03 56364348,phoebe@davislighting.com,,,,,,,,,,,,
DASARJAYA,PUSTAKA DASAR JAYA," No. 26, Jalan Puj 2/27, Taman Puncak Jalil, Selangor,  Seri Kembangan",43300,SELANGOR,MALAYSIA,017 2368083,,,,,,,,,,,,,
 GTS,GERMAN TOOLIN SYSTEM,"33, Jalan Puteri 5/20, Bandar Puteri, 47100 Puchong, Selangor",47100,SELANGOR,MALAYSIA,017 2368083,,,,,,,,,,,,,
IMPIANA,IMPIANA PUB & DISTRI SDN BHD,"No 8, Jalan PJS 3/45, Taman Sri Manja Off Jalan Klang Lama ",46000 ,SELANGOR,MALAYSIA,017 2368083,,,,,,,,,,,,,
SYSTEM,SYSTEM PUBLICATION SDN BHD,"7, Jalan Perindustrian PP4, Taman Bukit Serdang, 43300 Seri Kembangan, Selangor",43300,SELANGOR,MALAYSIA,017 2368083,,,,,,,,,,,,,
KINTRY,KINTRY FOOD CO,"27A, Jalan 16, Kampung Cheras Baru",56100,KUALA LUMPUR,MALAYSIA,016 3366686,ANDY@KINTRY.CO,,,,,,,,,,,,
HARMONI,HARMONI PUBLICATION & DISTRIBUTORS SDN BHD," K-G-17 & K-1-17, Jalan PJU 1A/20C, Dataran Ara Damansara, Selangor, 47301 Petaling Jaya",47301,SELANGOR,MALAYSIA,017 2368083,,,,,,,,,,,,,
DPSB,DYNAMIC PROMOTE SDN BHD,,402100,SELANGOR,MALAYSIA,017 2368083,,,,,,,,,,,,,
KANGKEATHIN,KANG KEAT HIN,,,KUALA LUMPUR,MALAYSIA,,,,,,,,,,,,,,
 SWEEWENG,SWEE WENG ENTERPRISE,"AS-93 ,JALAN HANG TUAH EMPAT , SALAK SOTH GARDEN",57100,KUALA LUMPUR,MALAYSIA,016-3911116,,,,,,,,,,,,,
TRUCKWORLD,TRUCK WORLD AUTO ASSEMBLY SDN BHD,"LOT 9198, JLN TELOK GONG, KAMPONG TELOK GONG,PORT KLANG",42000,SELANGOR,MALAYSIA,03 31341830,info@truckworld.com.my,,,,,,,,,,,,
